ship_name,class,uic,status,fleet,date_status_change,homeport,maintenance_category,berth,force,builder,award_date,commission_date,keel_date,inactivation_date,launch_date,decommission_date,age_since_launch,years_commission_decommission,delivery_date,in-service_date,age_since_delivery,out_of_service_date,stricken_date,overall_length,waterline_length,extreme_beam,waterline_beam,max_navigational_draft,draft_limit,light_displacement,full_displacement,dead_weight,hull material,num_propellers,num_waterjet,propulsion_type,officer_accom,enlisted_accom,custodian,planning_yard,nuclear_planning_yard,ship_program_mgr,comments,last_updated
PAPAGO (ATF 160),ATF 148,07160,"Disposed of by transfer to other Government Agencies, States. Schools, Sea Scouts, etc.",,12/29/1997,,,,,CHARLESTON SB & DD CO,,10/03/1945,03/19/1945,,06/21/1945,07/28/1992,52.5,47.0,,,,,02/14/1995,205 ft,195 ft,39 ft,39 ft,17 ft,16 ft,1205 tons,1661 tons,456 tons,"Steel hull, steel superstructure.",1,,Diesel Electric,6,72,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,06/29/2000
PARCHE (SSN 683),SSN 637,20345,Disposed of by submarine recycling,,11/30/2006,,,,,Ingalls Shipbuilding Corp.,06/25/1968,08/17/1974,12/10/1970,,01/13/1973,07/18/2005,33.8,31.0,08/01/1974,,32.3,,07/18/2005,298 ft,,32 ft,,29 ft,,6038 tons,6475 tons,437 tons,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),14,98,,,,,FLAG LOWERING CERMONY OCCURRED 19 OCT 04.  RECYCLING COMPLETED AT PUGET SOUND NAVAL SHIPYARD ON 30 NOV 06.,11/05/2007
PARGO (SSN 650),SSN 637,05137,Disposed of by submarine recycling,,10/15/1996,,,,,General Dynamics Corp.,03/26/1963,01/05/1968,06/03/1964,,09/17/1966,04/14/1995,30.1,27.0,12/23/1967,,28.8,,04/14/1995,,,,,,,,,,,1,,Steam Turbine (Nuclear),,,"PUGET SOUND NAVAL SHIPYARD, BREMERTON, WA (NAVSHIPYD)",,,,,03/01/1999
PARICUTIN (AE 18),AE 12,08418,Disposed of by MARAD sale,,10/16/1975,,,,,,04/04/1943,,12/07/1944,,01/30/1945,,30.8,,03/03/1945,,30.6,,06/01/1973,,,,,,,,,,,,,,,,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,12/10/2001
PARK COUNTY (LST 1077),LST 542,58077,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,07/01/1978,,,,,,,,,,,,,,,,,,04/15/1978,,,,,,,,,,,,,,,,MEXICO,,,,,12/28/2001
PARKER (DD 604),DD 421,04004,"Disposed of, by Navy Sale",,05/01/1973,,,,,,,,,,,,,,,,,,07/01/1971,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,01/02/2002
PARKS (DE 165),DE 99,02865,"Disposed of, by Navy Sale",,09/01/1973,,,,,,,,,,,,,,,,,,07/01/1972,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,01/02/2002
PARROT (MSC 197),MSC 120,16460,"Disposed of, by Navy Sale",,12/01/1976,,,,,,,,,,,,,,,,,,08/01/1972,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,01/02/2002
PARSONS (DDG 33),DDG 31,04665,Disposed of in support of Fleet training exercise,,04/25/1989,,,,,Ingalls Shipbuilding Corp.,,10/29/1959,06/17/1957,,08/17/1959,11/19/1982,29.7,23.0,10/22/1959,,29.5,,12/01/1984,,,,,,,,,,,,,Steam Turbines,,,US NAVY,,,,,12/10/2001
PASCAGOULA (PCE 874),PCE 842,06374,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,08/01/1978,,,,,,,,,,,,,,,,,,03/31/1978,,,,,,,,,,,,,,,,ECUADOR,,,,,12/28/2001
PASSUMPSIC (AO 107),AO 105,04807,Disposed of by Navy title transfer to the Maritime Administration,,12/18/1991,,,,,Sun Shipbuilding & Dry Dock Co.,,04/01/1946,03/08/1945,,10/31/1945,07/24/1973,46.2,27.0,,,,,12/17/1991,,,,,,,,,,,,,Steam Turbine,,,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,08/16/2016
PATAPSGO (AOG 1),AOG 1,04901,Disposed of by MARAD sale,,11/01/1979,,,,,CARGILL INC,,,,,08/18/1942,,37.3,,,,,,08/01/1974,310 ft,292 ft,48 ft,48 ft,19 ft,,1850 tons,4335 tons,2485 tons,"Steel hull, steel superstructure.",,,Diesel Electric,6,75,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,12/17/2001
PATRICK GALLAGHER (DDG 127),DDG 51,,"Authorized, for US Navy construction",,09/28/2017,,,,,Bath Iron Works Corp.,09/28/2017,,,,,,,,,,,,,509 ft,,,,,,,,,,,,,,,,General Dynamics Bath Iron Works,,PMS 400,,06/27/2018
PATRICK HENRY (SSN 599),SSN 599,05107,Disposed of by submarine recycling,,08/31/1997,,,,,General Dynamics Corp.,12/31/1957,04/11/1960,05/27/1958,,09/22/1959,05/25/1984,37.9,24.0,04/12/1960,,37.3,,12/16/1985,,,,,,,,,,,,,Steam Turbine (Nuclear),,,"PUGET SOUND NAVAL SHIPYARD, BREMERTON, WA (NAVSHIPYD)",,,,,12/28/2001
PATTERSON (FF 1061),FF 1052,54056,Disposed of by Recycling,,06/21/2000,,,,,"Avondale Marine Ways Inc., Westwego, LA",07/22/1964,03/14/1970,10/12/1967,,05/03/1969,09/30/1991,31.1,21.0,02/27/1970,,30.3,,01/11/1995,438 ft,415 ft,47 ft,47 ft,25 ft,17 ft,3246 tons,4227 tons,981 tons,"Steel hull, aluminum superstructure.",1,,Steam Turbines,37,287,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,09/15/2000
PAUL (FF 1080),FF 1052,20051,"Disposed of  through the Security Assistance Program (SAP), transferred, grant aid, ex-US fleet hull",,01/09/2000,,,,,Avondale Industries,08/25/1966,08/14/1971,09/12/1969,,06/20/1970,08/14/1992,29.6,21.0,07/23/1971,,28.5,,01/11/1995,438 ft,415 ft,47 ft,47 ft,25 ft,17 ft,3216 tons,4197 tons,981 tons,"Steel hull, aluminum superstructure.",1,,Steam Turbines,22,267,TURKEY,,,,,01/23/2006
PAUL BUCK (AOT 1122),AOT 1121,46374,Disposed of by Navy title transfer to the Maritime Administration,,06/30/2010,,,,Strategic Sealift Force,American Ship Building Co.,,,,06/30/2010,,,,,09/11/1985,,24.8,,06/30/2010,615 ft,587 ft,90 ft,,36 ft,,,32572 tons,,"Steel hull, capable of ice operations.",,,Diesel,,,MARITIME ADMINISTRATION (MARAD),,,,,07/18/2011
PAUL F FOSTER (DD 964),DD 963,20575,"Reclassed, hull reclassed to - EDD",,03/16/2005,,,,,Ingalls Shipbuilding Corp.,06/23/1970,02/21/1976,02/06/1973,,02/22/1974,03/27/2003,44.6,27.0,02/09/1976,,42.6,,04/06/2004,563 ft,529 ft,55 ft,55 ft,32 ft,23 ft,6824 tons,9282 tons,2458 tons,"Steel hull, aluminum superstructure.",2,,Gas Turbines,24,272,,,,,RECLASSIFIED ON 3/16/2005 TO EDD-964 TO SERVE AS SELF DEFENSE TEST SHIP (SDTS).,04/01/2017
PAUL F FOSTER (EDD 964),EDD 964,20575,"Active, in service",U.S. PACIFIC FLEET,03/16/2005,,,,,Ingalls Shipbuilding Corp.,06/23/1970,02/21/1976,02/06/1973,,02/22/1974,,44.6,,02/09/1976,03/16/2005,42.6,,,563 ft,529 ft,55 ft,55 ft,32 ft,23 ft,6824 tons,9282 tons,2458 tons,"Steel hull, aluminum superstructure.",2,,Gas Turbines,24,272,"NAVAL SURFACE WARFARE CENTER, PORT HUENEME, CA",Huntington Ingalls Industries - Ingalls Shipbuilding,,,,12/19/2017
PAUL IGNATIUS (DDG 117),DDG 51,50186,Under construction,,09/30/2014,,,,,Ingalls Shipbuilding Corp.,06/03/2013,,09/11/2015,,11/11/2016,,1.8,,,,,,,,,,,,,,,,,,,,,,,General Dynamics Bath Iron Works,,PMS 400,,06/27/2018
PAUL REVERE (LPA 248),LPA 248,01770,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,01/17/1980,,,,,,,,,,,,,,,,,,01/01/1980,,,,,,,,,,,,,,,,SPAIN,,,,,12/10/2001
PAVLIC (APD 70),APD 37,53669,"Stricken, to be disposed of by Navy sale",,07/01/1968,,,,,Consolidated Steel Corp. of Texas,06/13/1944,12/29/1944,09/21/1943,,12/18/1943,,74.8,,12/29/1944,,73.8,,04/01/1967,306 ft,300 ft,37 ft,36 ft,13 ft,,,,,"Steel hull, steel superstructure.",2,,,,,,,,,,08/11/2010
PAWCATUCK (AO 108),AO 105,04808,Disposed of by Navy title transfer to the Maritime Administration,,05/01/1999,,,,,Sun Shipbuilding & Dry Dock Co.,,05/10/1946,03/22/1945,,02/19/1946,07/15/1975,53.3,29.0,,,,,09/21/1991,,,,,,,,,,,,,Steam Turbine,,,,,,,"AO-108 DEPARTED JAMES RIVER RESERVE FLEET 2006 TO BE SCRAPPED BY BAY BRIDGE ENT., CHESAPEAKE, VA.",08/16/2016
PEACOCK (MSC 198),MSC 190,16461,"Disposed of, by Navy Sale",,09/01/1976,,,,,,,,,,,,,,,,,,07/01/1975,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,12/17/2001
PECATONICA (AOG 57),AOG 1,04757,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,05/01/1976,,,,,,,,,,,,,,,,,,04/15/1976,,,,,,,,,,,,,,,,TAIWAN,,,,,12/28/2001
PECONIC (AOG 68), ,04768,Disposed of by MARAD exchange,,05/26/1982,,,,,,,,,,,,,,,,,,11/12/1957,,,,,,,,,,,,,,,,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,08/11/2000
PECOS (AO 65),AO 49,04815,Disposed of by MARAD sale,,07/17/1974,,,,,,,,,,,,,,,,,,10/01/1974,,,,,,,,,,,,,,,,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,08/16/2016
PEGASUS (PHM 1),PHM 1,20893,"Disposed of, by Navy Sale",,08/19/1996,,,,,BOEING CO/SEATTLE,02/01/1973,07/09/1977,05/10/1973,,11/09/1974,07/30/1993,21.8,16.0,06/15/1977,,19.2,,07/30/1993,133 ft,118 ft,29 ft,25 ft,7 ft,3 ft,178 tons,248 tons,70 tons,All aluminum hull.,,,Geared Turbine,5,19,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,07/21/2000
PELELIU (LHA 5),LHA 1,20748,"Out of Commission, In Reserve",,03/31/2015,,B,"NAVSEA Inactive Ships On-site Maintenance Office, Pearl Harbor, HI",,Ingalls Shipbuilding Corp.,11/06/1970,05/03/1980,11/26/1976,,11/25/1978,03/31/2015,39.8,35.0,04/03/1980,,38.4,,,820 ft,778 ft,106 ft,106 ft,27 ft,27 ft,26255 tons,39925 tons,13670 tons,"Steel hull, aluminum superstructure.",2,,Steam Turbines,82,882,"NAVSEA INACTIVE SHIPS ON-SITE MAINTENANCE OFFICE, PEARL HARBOR, HI",,,,,10/08/2015
PELIAS (AS 14),AS 13,04623,"Disposed of, by Navy Sale",,10/01/1973,,,,,,,,,,,,,,,,,,08/01/1972,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,08/11/2000
PELICAN (MHC 53),MHC 51,21865,"Disposed of through the Security Assistance Program (SAP), Foreign Military Sale or Lease",,03/16/2007,,,,,Avondale Industries,10/03/1989,11/18/1995,06/06/1991,,02/27/1993,03/16/2007,14.1,12.0,08/11/1995,,11.6,,03/16/2007,188 ft,174 ft,38 ft,36 ft,11 ft,11 ft,886 tons,973 tons,87 tons,Composite hull.,2,,Diesel Engines,5,46,GREECE,,,,USS PELICAN WAS TRANSFERRED TO THE HELLENIC NAVY UNDER A FOREIGN MILITARY SALES AGREEMENT ON 16 MAR 07. THE SHIP WILL BE RENAMED EVNIKI.,11/05/2007
PELICAN (MSCO 32), ,16441,"Disposed of, by Navy Sale",,05/01/1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,08/29/2000
PENNSYLVANIA (BB 38),BB 38,,Disposed of in support of Fleet training exercise,,02/10/1948,,,,,Newport News Shipbuilding,02/28/1913,06/12/1916,10/27/1913,,03/16/1915,08/29/1946,32.9,30.0,06/12/1916,,31.7,,02/19/1948,608 ft,600 ft,106 ft,,34 ft,,33100 tons,38659 tons,5559 tons,"Steel hull, steel superstructure.",4,,Steam Turbines,155,2400,US NAVY,,,,EMPLOYED AS A TARGET SHIP IN THE ATOMIC BOMB TESTS AT BIKINI ATOLL IN 7/1946. SHE SURVIVED THOSE TESTS AND WAS TOWED TO KWAJALEIN LAGOON WHERE SHE DECOMMISSIONED AND REMAINED THERE FOR RADIOLOGICAL AND STRUCTURAL STUDIES UNTIL 2/10/1948 WHEN SHE WAS SUNK OFF KWAJALEIN,07/22/2002
PENOBSCOT (ATA 188),ATA 174,08115,"Disposed of, by Navy Sale",,12/01/1975,,,,,,,,,,,,,,,,,,02/28/1975,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,12/28/2001
PENSACOLA (LSD 38),LSD 36,20013,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,09/30/1999,,,,,General Dynamics Corp.,02/25/1966,03/27/1971,03/12/1969,,07/11/1970,09/30/1999,29.2,28.0,03/01/1971,,28.5,,09/30/1999,553 ft,540 ft,84 ft,84 ft,20 ft,20 ft,8801 tons,14362 tons,5561 tons,"Steel hull, steel superstructure.",2,,Steam Turbines,60,706,TAIWAN,,,,,12/16/1999
PEORIA (LST 1183),LST 1179,20022,Disposed of in support of Fleet training exercise,,07/12/2004,,,,,National Steel & Shipbuilding Corp.,07/15/1966,02/21/1970,02/24/1968,,11/23/1968,01/28/1994,35.7,24.0,01/01/1970,,34.5,,11/06/2002,522 ft,500 ft,70 ft,70 ft,19 ft,19 ft,5152 tons,8753 tons,3601 tons,"Steel hull, steel superstructure.",2,,Diesel Engines,32,572,US NAVY,,,,,07/14/2004
PERKINS (DD 877),DD 805,52177,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,01/01/1973,,,,,,,,,,,,,,,,,,01/15/1973,,,,,,,,,,,,,,,,ARGENTINA,,,,,01/02/2002
PERMIT (SSN 594),SSN 594,05057,Disposed of by submarine recycling,,05/20/1993,,,,,Naval Shipyard Mare Island,01/27/1958,05/29/1962,05/01/1959,,07/01/1961,07/23/1991,31.8,29.0,05/29/1962,,31.0,,07/23/1991,,,,,,,,,,,,,Steam Turbine (Nuclear),,,"PUGET SOUND NAVAL SHIPYARD, BREMERTON, WA (NAVSHIPYD)",,,,,07/03/2000
PERRY (DD 844),DD 710,52144,"Disposed of, by Navy Sale",,06/01/1974,,,,,,,,,,,,,,,,,,07/02/1973,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,02/18/1999
PERSEUS (AF 64),AF 63,02404,Disposed of by MARAD sale,,08/31/1973,,,,,,,,,,,,,,,,,,06/15/1973,,,,,,,,,,,,,,,,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,01/02/2002
PERSISTENT (AGOS 6),AGOS 1,21283,"Disposed of by transfer to other Government Agencies, States. Schools, Sea Scouts, etc.",,10/12/1994,,,,,"Tacoma Boatbuilding Co., Inc.",02/13/1981,,10/22/1984,,04/06/1985,,9.5,,08/14/1985,,9.2,,01/06/1995,,,,,,,,,,,2,,Diesel Electric,,,,,,,"AUG 02 TRANSFERRED TO THE GREAT LAKES MARITIME ACADEMY, TRAVERSE CITY, MI RENAMED STATE OF MICHIGAM.",04/06/2007
PERSISTENT (MSO 491),MSO 422,08149,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,08/01/1974,,,,,,,,,,,,,,,,,,08/01/1974,,,,,,,,,,,,,,,,SPAIN,,,,,12/17/2001
PETALUMA (AOG 79),AOG 77,04779,"Disposed of through the Security Assistance Program (SAP), Foreign Military Sale or Lease",,02/22/1982,,,Renewed Lease,,"Todd Shipyards Corp., Houston Div.",08/01/1944,,05/03/1945,,08/09/1945,,36.5,,11/28/1945,,36.3,,08/29/1997,325 ft,309 ft,48 ft,48 ft,19 ft,19 ft,2100 tons,6047 tons,3947 tons,"Steel hull, steel superstructure.",1,,Diesel Engine,12,23,KOREA,,,,,09/29/2015
PETERSBURG (AOT 9101),AOT 181,22149,"Special, MARAD titled ship, assigned to the Ready Reserve Force (RRF), listed here as part of the U.S. Navy Ship Forces.",,12/13/2007,,,,Strategic Sealift Force,,,,,,,,,,,,,,,736 ft,,102 ft,,40 ft,,12500 tons,62000 tons,49500 tons,"Steel hull, steel superstructure.",1,,Diesel,,,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),Maritime Administration (MARAD),,,,04/07/2008
PETERSON (DD 969),DD 963,20589,Disposed of in support of Fleet training exercise,,02/16/2004,,,,,Ingalls Shipbuilding Corp.,01/15/1971,07/09/1977,04/29/1974,,06/21/1975,10/04/2002,28.7,25.0,06/13/1977,,26.7,,11/06/2002,563 ft,529 ft,55 ft,55 ft,32 ft,23 ft,6929 tons,9349 tons,2420 tons,"Steel hull, aluminum superstructure.",2,,Gas Turbines,35,349,US NAVY,,,,,09/14/2009
PETERSON (DE 152),DE 152,02852,"Disposed of, by Navy Sale",,06/01/1974,,,,,,,,,,,,,,,,,,08/01/1973,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,12/31/2001
PETREL (ASR 14),ASR 7,04713,Disposed of by Navy title transfer to the Maritime Administration,,05/01/1999,,,"James River Reserve Fleet, Fort Eustis, VA",,SAVANNAH MACHINE & FOUNDRY CO,05/01/1944,09/24/1946,02/26/1945,,09/26/1945,09/30/1991,53.7,45.0,09/01/1946,,52.7,,10/09/1991,251 ft,240 ft,44 ft,47 ft,17 ft,16 ft,1653 tons,2139 tons,486 tons,"Steel hull, steel superstructure.",1,,Diesel Electric,10,94,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,01/12/2000
PETTIT (DE 253),DE 129,02953,Disposed of in support of Fleet training exercise,,01/01/1974,,,,,,,,,,,,,,,,,,08/01/1973,,,,,,,,,,,,,,,,US NAVY,,,,,12/31/2001
"PFC JAMES ANDERSON, JR (AK 3002)",AK 3000,21632,Disposed of by return to owner,,07/15/2009,,,,,,,,,,,,,,,,,,,755 ft,,90 ft,,33 ft,,23365 tons,44088 tons,20723 tons,,1,,Diesel,,,,,,,,02/16/2011
PFC WILLIAM B BAUGH (AK 3001),AK 3000,21511,Disposed of by return to owner,,07/15/2008,,,,,,,,,,,,,,,,,,,755 ft,,90 ft,,33 ft,,23365 tons,44888 tons,21523 tons,,1,,Diesel,,,,,,,,02/16/2011
PHARRIS (FF 1094),FF 1052,20072,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,06/15/1999,,,,,Avondale Industries,08/25/1966,01/26/1974,02/11/1972,,12/16/1972,04/15/1992,26.5,18.0,12/14/1973,,25.5,,01/11/1995,438 ft,415 ft,47 ft,47 ft,25 ft,17 ft,3215 tons,4197 tons,982 tons,"Steel hull, aluminum superstructure.",1,,Steam Turbines,22,268,MEXICO,,,,,01/23/2006
PHILADELPHIA (SSN 690),SSN 688,20204,"Stricken, Final Disposition Pending",,06/29/2011,,Z,Puget Sound Naval Shipyard & Intermediate Maintenance Facility (PSNS & IMF) MOORING ALPHA,,General Dynamics Corp.,01/08/1971,06/25/1977,08/12/1972,,10/19/1974,06/29/2011,43.9,34.0,06/10/1977,,41.3,,06/29/2011,362 ft,,33 ft,,32 ft,,5705 tons,6075 tons,370 tons,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),12,98,"PUGET SOUND NAVAL SHIPYARD AND INTERMEDIATE MAINTENANCE FACILITY, WA (PSNS & IMF)",,,,,12/12/2017
PHOEBE (MSC 199),MSC 190,16462,"Disposed of, by Navy Sale",,09/01/1976,,,,,,,,,,,,,,,,,,07/01/1975,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,12/17/2001
PHOENIX (AG 172),AG 172,07190,Disposed of by MARAD sale,,08/31/1973,,,,,,,,,,,,,,,,,,06/15/1973,,,,,,,,,,,,,,,,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,08/16/2016
PHOENIX (SSN 702),SSN 688,20827,"Stricken, Final Disposition Pending",,07/29/1998,,,Puget Sound Naval Shipyard & Intermediate Maintenance Facility (PSNS & IMF) DD-3,,General Dynamics Corp.,10/31/1973,12/19/1981,07/30/1977,,12/08/1979,07/29/1998,38.8,17.0,12/18/1981,,36.8,,07/29/1998,362 ft,,33 ft,,32 ft,,5777 tons,6148 tons,371 tons,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),12,98,"PUGET SOUND NAVAL SHIPYARD AND INTERMEDIATE MAINTENANCE FACILITY, WA (PSNS & IMF)",,,,,12/12/2017
PICKAWAY (LPA 222),LPA 117,01752,Disposed of by MARAD exchange,,02/15/1980,,,,,,,,,,,,,,,,,,09/01/1976,,,,,,,,,,,,,,,,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,12/11/2001
PICKEREL (SS 524),SS 484,73124,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,12/01/1977,,,,,,,,,,,,,,,,,,12/05/1977,,,,,,,,,,,,,,,,ITALY,,,,,12/28/2001
PICKING (DD 685),DD 448,04285,Disposed of in support of Fleet training exercise,,02/27/1997,,,,,,,,,,,,,,,,,,03/01/1975,,,,,,,,,,,,,,,,US NAVY,,,,,12/17/2001
PICTOR (AF 54),AF 48,01593,Disposed of by MARAD sale,,11/25/1981,,,,,,02/24/1941,,03/18/1942,,06/04/1942,,39.4,,06/29/1943,,38.4,,06/01/1976,,,,,,,,,,,,,,,,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,12/10/2001
PICUDA (SS 382),SS 385,05482,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,10/01/1972,,,,,,,,,,,,,,,,,,11/01/1974,,,,,,,,,,,,,,,,SPAIN,,,,,10/28/2003
PIEDMONT (AD 17),AD 14,04637,"Disposed of  through the Security Assistance Program (SAP), transferred, Foreign Assistance Act (FAA) Section 516, Southern Region Amendment",,08/17/1987,,,,,TAMPA SB CO,04/10/1941,01/05/1944,12/01/1941,,12/07/1942,,44.7,,01/05/1944,,43.6,,08/06/1987,,,,,,,,,,,,,Steam Turbine,,,TURKEY,,,,,02/18/1999
PIGEON (ASR 21),ASR 21,20143,Disposed of by Navy title transfer to the Maritime Administration,,12/18/1998,,,"Suisun Bay Reserve Fleet, Benecia, CA",,Alabama Dry Dock & Shipbuilding Co.,11/15/1967,04/28/1973,07/17/1968,,08/13/1969,08/31/1992,29.3,19.0,01/29/1972,,26.9,,08/31/1992,251 ft,230 ft,86 ft,,26 ft,26 ft,4119 tons,4954 tons,835 tons,"Steel hull, steel superstructure.",2,,Diesel,17,149,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,04/09/2007
PILOT (MSF 104),MSF 100,07604,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,02/01/1973,,,,,,,,,,,,,,,,,,07/01/1972,,,,,,,,,,,,,,,,MEXICO,,,,,01/02/2002
PINNACLE (MSO 462),MSO 422,07992,"Disposed of, by Navy Sale",,02/01/1978,,,,,,,,,,,,,,,,,,09/01/1977,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,05/24/2007
PINNEBOG (AOG 58),AOG 1,04758,Disposed of by MARAD exchange,,12/15/1987,,,,,CARGILL INC,,10/20/1945,12/27/1944,,05/12/1945,,42.6,,,,,,,310 ft,292 ft,48 ft,48 ft,19 ft,,1850 tons,4335 tons,2485 tons,"Steel hull, steel superstructure.",,,Diesel Electric,6,75,US AIR FORCE,,,,,01/10/2001
PINTADO (SSN 672),SSN 637,05153,Disposed of by submarine recycling,,10/27/1998,,,,,Naval Shipyard Mare Island,12/29/1965,09/11/1971,10/27/1967,,08/16/1969,02/26/1998,29.2,27.0,09/01/1971,,27.1,,02/26/1998,292 ft,,32 ft,,29 ft,,3978 tons,4270 tons,292 tons,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),14,95,"PUGET SOUND NAVAL SHIPYARD, BREMERTON, WA (NAVSHIPYD)",,,,,09/29/2015
PINTO (ATF 90),ATF 81,07090,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,05/01/1974,,,,,,,,,,,,,,,,,,05/17/1974,,,,,,,,,,,,,,,,PERU,,,,,12/28/2001
PIONEER VALLEY (AO 140),AO 49,05900,Disposed of by MARAD sale,,05/09/1973,,,,,,,,,,,,,,,,,,08/15/1972,,,,,,,,,,,,,,,,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,08/16/2016
PISCATAQUA (AOG 80),AOG 76,04780,Disposed of by MARAD sale,,01/22/1975,,,,,,,,,,,,,,,,,,05/01/1974,,,,,,,,,,,,,,,,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,08/11/2000
PITKIN COUNTY (LST 1082),LST 542,58082,"Disposed of, by Navy Sale",,12/19/1975,,,,,American Bridge Co.,04/08/1944,02/07/1945,11/18/1944,,01/26/1945,09/01/1971,30.9,26.0,01/26/1945,,30.9,,04/01/1975,328 ft,316 ft,50 ft,50 ft,14 ft,13 ft,1780 tons,3640 tons,1860 tons,"Steel hull, steel superstructure.",2,,,32,234,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,05/29/2007
PITT (LPA 223),LPA 117,,Disposed of by MARAD exchange,,02/15/1980,,,,,,,,,,,,,,,,,,04/23/1947,,,,,,,,,,,,,,,,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,03/05/2007
PITTSBURGH (CA 72),CA 68,03572,"Disposed of, by Navy Sale",,08/01/1974,,,,,,,,,,,,,,,,,,07/01/1973,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,12/31/2001
PIVOT (MSO 463),MSO 422,07993,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,08/01/1974,,,,,,,,,,,,,,,,,,08/01/1974,,,,,,,,,,,,,,,,SPAIN,,,,,12/17/2001
PLACERVILLE (PC 1087),PC 553,06587,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,05/01/1976,,,,,,,,,,,,,,,,,,04/15/1976,,,,,,,,,,,,,,,,TAIWAN,,,,,12/28/2001
